abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
nan,58e611b17c459f24986d8b46,947,by lisa damour,article,is snooping on teenagers ever ok,teenagers and adolescence espionage and intelligence services privacy families and family life,3,well,0,20170406 100002,family,new research questions the use of spying and suggests better approaches for worried parents,the new york times,news,httpswwwnytimescom20170406wellfamilyissnoopingonteenagerseverokhtml
nan,58e613f27c459f24986d8b4d,1165,by jonathan wolfe,article,new york today the city and the great war,,3,metro,0,20170406 100946,unknown,thursday world war i in new york lamenting the transit problems and a study on subway ridership,the new york times,briefing,httpswwwnytimescom20170406nyregionnewyorktodaythecityandthegreatwarhtml
nan,58e61fb77c459f24986d8b6d,1108,by christopher mcdougall,article,to train a donkey find a zebra,zebras horses donkeys,2,well,0,20170406 110003,move,can a fourlegged creature with stripes be the key to training a fourlegged creature without,the new york times,news,httpswwwnytimescom20170406wellmovetotrainadonkeyfindazebrahtml
optimum currency area theory with fish,58e645ee7c459f24986d8be9,103,by unknown,blogpost,unknown,,0,oped,0,20170406 133810,unknown,optimum currency area theory with fish,the new york times,blog,httpskrugmanblogsnytimescom20170406iceland1991
nan,58e648a17c459f24986d8bf4,1109,by emmarie huetteman,article,facing scrutiny house intelligence chief leaves russia inquiry,united states politics and government nunes devin g house committee on intelligence republican party trump donald j presidential election of 2016 russia cyberwarfare and defense espionage and intelligence services,3,national,19,20170406 135429,politics,mr nunes the intelligence committee chairman said his decision came after leftwing activist groups filed accusations against him with the office of congressional ethics,the new york times,news,httpswwwnytimescom20170406uspoliticsdevinnuneshouseintelligencecommitteerussiahtml
nan,58e658b87c459f24986d8c2b,511,by gretchen reynolds,article,heart of the amazon,heart arteriosclerosis and atherosclerosis archaeology and anthropology carbohydrates diet and nutrition age chronological,3,magazine,24,20170406 150310,unknown,what some bolivians with the worlds healthiest arteries might tell us about cardiac fitness,the new york times,news,httpswwwnytimescom20170406wellhearthealthyintheamazonhtml
nan,58e661a47c459f24986d8c59,1088,by david w dunlap,article,when mrs became ms,womens rights new york times newspapers sulzberger arthur ochs english language,3,insider,2,20170406 154120,unknown,more than a decade after the honorific entered the dictionary and blanketed newsstands as a magazine title the times conceded it was not a fad,the new york times,news,httpswwwnytimescom20170406insider1986msjoinsthetimessvocabularyhtml
nan,58e666937c459f24986d8c64,1153,by juliet macur,article,recruiting assistants a top job for ewing,basketball college georgetown university ewing patrick coaches and managers amateur athletic union,3,sports,9,20170406 160223,college basketball,the first 72 hours is important one influential youth coach says as ewing a legend at georgetown for what he did on the court starts trying to revive the hoyas,the new york times,news,httpswwwnytimescom20170406sportsncaabasketballpatrickewinggeorgetowncoachaauhtml
nan,58e67a917c459f24986d8ca4,207,by nicholas bakalar,article,dieting yoyo diets and heart risk,weight heart,3,science,4,20170406 172722,eat,rapidly losing and regaining weight may increase the risk for deadly heart attacks and strokes a new study suggests,the new york times,news,httpswwwnytimescom20170406welleatyoyodietingmaybeharmfulforheartpatientshtml
nan,58e67e4c7c459f24986d8cb0,223,by nicholas bakalar,article,heart race as a heart health factor,blacks chineseamericans heart weight minorities cholesterol hispanicamericans diet and nutrition diabetes,3,science,4,20170406 174248,live,people especially minorities who are at a healthy weight may still be at increased risk for diabetes and heart disease a new study reports,the new york times,news,httpswwwnytimescom20170406welllivehealthyweightyoumaystillbeatriskforheartdiseasehtml
nan,58e6813f7c459f24986d8cbb,594,by robert simonson,article,mixing drinks and a political message,coup manhattan ny bar trump donald j derossi ravi bars and nightclubs manhattan nyc united states politics and government,3,dining,4,20170406 175607,unknown,as happy hour gives way to angry politics the business plans to donate proceeds to groups like planned parenthood,the new york times,news,httpswwwnytimescom20170406diningcoupbarnyctrumphtml
nan,58e684377c459f24986d8cc3,741,by ligaya mishan,article,simple taiwanese food from a doting mama,restaurants bayside queens ny mama lee queens ny restaurant taiwan,3,dining,5,20170406 180846,unknown,mei lee the owner of the small plainspoken restaurant extracts magic from a simple turnip while making art of homey dishes,the new york times,review,httpswwwnytimescom20170406diningmamaleereviewtaiwanesefoodqueenshtml
nan,58e689497c459f24986d8ce2,1629,by peter keepnews and richard severo,article,don rickles comedys equal opportunity offender dies at 90,rickles don deaths obituaries comedy and humor television movies,3,culture,14,20170406 183021,television,for over half a century mr rickles made outrageously derisive comments about peoples looks their ethnicity or anything else he could think of,the new york times,obituary obit,httpswwwnytimescom20170406artstelevisiondonricklesdeadcomedianhtml
nan,58e691b27c459f24986d8cf9,1614,by eric asimov,article,new beaujolais but not nouveau,beaujolais wine wines,3,dining,4,20170406 190620,unknown,the rising level of quality in the wines is lifting even the less exalted areas of the region,the new york times,news,httpswwwnytimescom20170406diningwinereviewbeaujolaisvillageshtml
nan,58e692817c459f24986d8cff,1550,by michael r gordon helene cooper and michael d shear,article,us launches missiles into syria,syria biological and chemical warfare assad bashar al trump donald j united states defense and military forces united states international relations russia,3,foreign,1,20170406 190945,middle east,the strike was in response to the syrian governments chemical weapons attack this week,the new york times,news,httpswwwnytimescom20170406worldmiddleeastussaidtoweighmilitaryresponsestosyrianchemicalattackhtml
nan,58e696527c459f24986d8d0d,1312,by lisa ko,article,to feel really american try some velveeta,cooking and cookbooks united states food immigration and emigration,3,oped,4,20170406 192607,sunday review,processed snacks signified american comfort and belonging,the new york times,oped,httpswwwnytimescom20170406opinionsundaywhatwhitefoodmeanttoafirstgenerationkidhtml
nan,58e6b1c67c459f24986d8d74,828,by stephanie strom,article,fighting eviction a gardener turns to organic industry giants for help,gardens and gardening agriculture and farming foreclosures philanthropy newmans own califia farms lp general mills inc los angeles calif urban areas finley ron,3,dining,0,20170406 212311,unknown,gangsta garden a community garden in south los angeles founded by ron finley has turned to business leaders from newmans own organics and annies homemade to save its land,the new york times,news,httpswwwnytimescom20170406dininggangstagardenronfinleyevictionlosangeleshtml
nan,58e6b68f7c459f24986d8d87,215,by nicholas bakalar,article,vaccines moms shot protects newborns,whooping cough pregnancy and childbirth vaccination and immunization,3,science,4,20170406 214338,family,the tdap vaccine is highly effective in protecting newborns against pertussis in the first two months of life but less than half of women get it,the new york times,news,httpswwwnytimescom20170406wellfamilypregnantmothersneedwhoopingcoughvaccinehtml
nan,58e6cbf27c459f24986d8dc0,1017,by ginia bellafante,article,without rikers island learning to love the jail next door,prisons and prisoners real estate and housing residential elections mayors bayview correctional facility metropolitan detention center brooklyn ny rikers island prison complex de blasio bill lippman jonathan new york city,3,metropolitan,1,20170406 231452,unknown,closing new yorks main jail complex to put correctional facilities around the city is a tough sell politically but it could be an improvement for criminal justice and no impediment to new condos,the new york times,news,httpswwwnytimescom20170406nyregionrikersislandbilldeblasiohtml
nan,58e6d68e7c459f24986d8dd6,155,by mary louise reynolds,article,fingers crossed across generations,upper west side manhattan ny,0,metro,18,20170407 000002,unknown,two women share a moment on christmas eve,the new york times,news,httpswwwnytimescom20170406nyregionmetropolitandiaryingerscrossedacrossgenerationshtml
nan,58e6e9e67c459f24986d8e08,688,by susan chira,article,what do donald trump bill oreilly and roger ailes have in common,sexual harassment fox news channel ailes roger e oreilly bill trump donald j united states politics and government,3,oped,0,20170407 012243,unknown,theyve all been accused of sexual harassment,the new york times,oped,httpswwwnytimescom20170406opinionwhatdodonaldtrumpbilloreillyandrogeraileshaveincommonhtml
nan,58e6f0ca7c459f24986d8e19,672,by the editorial board,article,downsizing mr bannon,national security council bannon stephen k mcmaster h r united states politics and government trump donald j,3,editorial,30,20170407 015204,unknown,with the removal of an extremist political adviser comes a chance to build a more disciplined national security council,the new york times,editorial,httpswwwnytimescom20170406opiniondownsizingmrbannonhtml
nan,58e6f2c27c459f24986d8e1c,600,by deb amlen,article,rock music,crossword puzzles pop and rock music,3,games,0,20170407 020023,unknown,happy patrick berry day,the new york times,news,httpswwwnytimescom20170406crosswordsrockmusicclownprincebreadspreadhtml
nan,58e6f2c27c459f24986d8e1d,1129,by ben brantley,article,sing a song  of face creams,theater war paint play ebersole christine lupone patti greif michael arden elizabeth rubinstein helena,3,weekend,1,20170407 020025,unknown,patti lupone and christine ebersole find the human factor in a repetitive musical about battling cosmetics magnates,the new york times,review,httpswwwnytimescom20170406theaterreviewwarpaintpattiluponechristineebersolehtml
nan,58e714f07c459f24986d8e60,858,by antony j blinken,article,after the missiles we need smart diplomacy on syria,syria assad bashar al russia trump donald j united states international relations united states defense and military forces,3,oped,0,20170407 042618,unknown,president trump did the right thing in striking the assad regime for using nerve gas the hard part comes next,the new york times,oped,httpswwwnytimescom20170407opinionafterthemissilesweneedsmartdiplomacyhtml
nan,58e71cf27c459f24986d8e6f,1300,by rory smith,article,youth crowds goals germany aims to keep it that way,soccer german bundesliga uefa champions league soccer,3,sports,2,20170407 050029,soccer,datadriven strategy is pushing teams away from the pressing that made german soccer so appealing and toward packing a focus on moves that neutralize opponents,the new york times,news,httpswwwnytimescom20170407sportssoccergermanybundesligascoringdeclinehtml
nan,58e73de47c459f24986d8ebe,823,by timothy egan,article,the soul of a  corporation,corporations recreational equipment inc pacific northwestern states us anderson mary 19092017 anderson lloyd 19022000,2,oped,25,20170407 072103,unknown,higher purpose with a solid bottom line does not have to be an oxymoron,the new york times,oped,httpswwwnytimescom20170407opinionthesoulofacorporationhtml
nan,58e73dfc7c459f24986d8ec3,837,by david brooks,article,the coming incompetence crisis,united states politics and government trump donald j,3,oped,31,20170407 072124,unknown,what if the trump administration runs out of errors,the new york times,oped,httpswwwnytimescom20170407opinionthecomingincompetencecrisishtml
nan,58e73dfc7c459f24986d8ec0,788,by paul krugman,article,the bad  the worse and the ugly,trump donald j republican party united states politics and government discrimination conservatism us politics,3,oped,31,20170407 072124,unknown,what makes trump different from the rest of his party,the new york times,oped,httpswwwnytimescom20170407opinionthebadtheworseandtheuglyhtml
nan,58e740017c459f24986d8ecc,82,by katherine schulten,article,optimists and pessimists,,3,learning,0,20170407 073002,unknown,would you say you are more of a glass is halffull or a glass is halfempty type of person,the new york times,news,httpswwwnytimescom20170407learningoptimistsandpessimistshtml
nan,58e740b47c459f24986d8ed1,456,by caroline crosson gilpin,article,should more student journalists have independent editorial control,,3,learning,0,20170407 073302,unknown,what are the benefits of student journalists having autonomy over what they publish,the new york times,news,httpswwwnytimescom20170407learningshouldmorestudentjournalistshaveindependenteditorialcontrolhtml
nan,58e755247c459f24986d8f0f,446,by rosie schaap,article,the ghost at the bar,cocktails and mixed drinks alcoholic beverages bars and nightclubs,3,magazine,29,20170407 090011,unknown,like other communities bars honor and remember those who say goodbye,the new york times,news,httpswwwnytimescom20170407magazinetheghostatthebarhtml
nan,58e755287c459f24986d8f11,2011,by james dobbins,article,making a living on airbnb,renting and leasing real estate airbnb park slope brooklyn ny crown heights brooklyn ny,3,realestate,1,20170407 090021,unknown,some new yorkers earn enough as hosts to quit their day jobs and plan for retirement,the new york times,news,httpswwwnytimescom20170407realestatemakingalivingwithairbnbhtml
nan,58e755297c459f24986d8f13,1573,by ron lieber,article,borrowers bewildered,student loans education department us consumer financial protection bureau nonprofit organizations,3,business,1,20170407 090022,student loans,teachers doctors and others in the public service loan forgiveness program seek guidance on whether they are truly eligible to erase their student loan debt,the new york times,news,httpswwwnytimescom20170407yourmoneystudentloanspanickedborrowersandtheeducationdepartmentsunsettlingsilencehtml
nan,58e755297c459f24986d8f14,1172,by nelson d schwartz,article,unemployment falls but feeble job growth tempers optimism,unemployment united states economy labor and jobs labor department us trump donald j,3,business,1,20170407 090023,economy,the showing was the weakest in nearly a year and followed two robust increases but unemployment fell to 45 percent the lowest in almost a decade,the new york times,news,httpswwwnytimescom20170407businesseconomyjobcreationunemploymenttrumphtml
nan,58e755317c459f24986d8f17,1350,by liz spayd with tas tobey,article,friday mailbag senate votes and museum drama,online advertising computers and the internet united states politics and government newspapers transgender and transsexuals privacy libel and slander museums vice presidents and vice presidency us correction stories news and news media metropolitan museum of art new york times rose isabel united states,3,editorial,0,20170407 090028,unknown,an error in a politics story and anonymity in a story about the metropolitan museum led to emails from readers,the new york times,editorial,httpswwwnytimescom20170407opinionfridaymailbagsenatevotesandmuseumdramahtml
nan,58e75c237c459f24986d8f2f,590,by michael gonchar,article,teaching with animated life mary leakey,,3,learning,0,20170407 093002,unknown,this short documentary remembers the paleoanthropologist mary leakey who discovered footprints of human ancestors on the african savanna,the new york times,news,httpswwwnytimescom20170407learningteachingwithanimatedlifemaryleakeyhtml
nan,58e762197c459f24986d8f45,1506,by jonathan wolfe and alexandra s levine,article,unknown,,3,metro,0,20170407 095529,unknown,friday becoming a politician weekend events and a question inspired by passover,the new york times,briefing,httpswwwnytimescom20170407nyregionnewyorktodayhowtorunforofficehtml
nan,58e7632b7c459f24986d8f4a,1025,by jennifer malia,article,what a muppet with autism means to my family,autism television aspergers syndrome elmo fictional character sesame workshop families and family life children and childhood,3,well,0,20170407 100003,family,julia a new character on sesame street gives me hope that my children will grow up in a world where autism is normalized,the new york times,news,httpswwwnytimescom20170407wellfamilywhatamuppetwithautismmeanstomyfamilyhtml
nan,58e771397c459f24986d8f67,1051,by claire cain miller,article,do preschool teachers really need to be college graduates,education preschool teachers and school employees wages and salaries washington dc children and childhood labor and jobs,3,upshot,0,20170407 110005,unknown,critics say mandating such a credential makes child care even less affordable and reduces the supply and diversity of people able to do the job,the new york times,news,httpswwwnytimescom20170407upshotdopreschoolteachersreallyneedtobecollegegraduateshtml
nan,58e783217c459f24986d8f9d,989,by michael powell,article,no longer citi fields alpha dog harvey still has bite,harvey matt new york mets baseball,3,sports,4,20170407 121628,baseball,when he walked off the mound to a standing ovation in the seventh inning he had given up just three hits and two runs to the atlanta braves,the new york times,news,httpswwwnytimescom20170407sportsbaseballmattharveymichaelpowellmetsreturnhtml
a flagburning and jeering mobs greeted the visit to the capital by the american vice president,58e78e357c459f24986d8fc4,301,by international herald tribune,blogpost,unknown,demonstrations protests and riots flags emblems and insignia paris france,0,foreign,0,20170407 130100,unknown,a flagburning and jeering mobs greeted the visit to the capital by the american vice president,the new york times,blog,httpsihtretrospectiveblogsnytimescom201704071967pariseruptsinantiusdemonstrations
nan,58e793e07c459f24986d8fda,894,by bettina elias siegel,article,new mexico outlaws school lunch shaming,food education k12 lunch and breakfast programs children and childhood budgets and budgeting cafeterias new mexico poverty,3,well,0,20170407 132752,family,children whose parents have lunch debt will not be made to clean cafeteria tables or have their meals thrown away,the new york times,news,httpswwwnytimescom20170407wellfamilynewmexicooutlawsschoollunchshaminghtml
nan,58e795387c459f24986d8fdf,752,by neil irwin,article,top economic indicator  why it isnt job growth,labor and jobs united states economy trump donald j recession and depression,3,upshot,2,20170407 133337,unknown,at this stage of the recovery wage growth and employmenttopopulation ratio are more important statistics,the new york times,news,httpswwwnytimescom20170407upshottrumpshouldntfocusonjobgrowththenewnumbersshowwhyhtml
nan,58e79a637c459f24986d8ff1,337,by roni caryn rabin,article,unknown,anemia iron nutrient ulcers menstruation tests medical,2,science,4,20170407 135540,eat,you may be iron deficient without being anemic but since your body needs iron to make red blood cells anemia may be just down the road,the new york times,news,httpswwwnytimescom20170407welleatislowironwithoutsymptomsaproblemhtml
nan,58e7a78b7c459f24986d901f,999,by frank bruni,article,the riddle of trumps syria attack,biological and chemical warfare reality television trump donald j syria russia,3,oped,0,20170407 145147,unknown,what really motivated the presidents strike against syria,the new york times,oped,httpswwwnytimescom20170407opiniontheriddleoftrumpssyriaattackhtml
nan,58e7aea67c459f24986d9034,1824,by peter baker neil macfarquhar and michael r gordon,article,strike by trump on syria air base angers russians,united states defense and military forces united states international relations biological and chemical warfare assad bashar al syria russia putin vladimir v trump donald j,3,foreign,1,20170407 152207,middle east,the attack showed the dangers of russian and american forces operating in proximity president vladimir v putin called it a significant blow to the relationship,the new york times,news,httpswwwnytimescom20170407worldmiddleeastmissilestrikesyriarussiahtml
nan,58e7b37f7c459f24986d9049,1387,by adam liptak and matt flegenheimer,article,court nominee is confirmed after bruising yearlong fight,supreme court us gorsuch neil m united states politics and government appointments and executive changes senate,3,national,1,20170407 154250,politics,he becomes the 113th justice of the supreme court capping a political brawl that lasted for more than a year and tested constitutional norms inside the capitols fraying upper chamber,the new york times,news,httpswwwnytimescom20170407uspoliticsneilgorsuchsupremecourthtml
nan,58e7bedb7c459f24986d9074,870,by daniel mcdermon,article,a disquieting silence,art noise guggenheim solomon r museum wheeler doug psad synthetic desert iii exhibit,3,culture,1,20170407 163117,art  design,i visited a deadquiet room at the guggenheim as part of psad synthetic desert iii an installation by doug wheeler,the new york times,news,httpswwwnytimescom20170407artsdesignguggenheimmuseumdougwheelersyntheticdeserthtml
nan,58e7c0f67c459f24986d9080,1349,by justin wolfers,article,nearzero interest rates get used to them,united states economy interest rates banking and financial institutions inflation economics,3,sundaybusiness,3,20170407 164010,unknown,nearzero interest rates were an extraordinary experiment in the financial crisis but they may come back with negative consequences for the economy,the new york times,news,httpswwwnytimescom20170407upshottheeconomymaybestuckinanearzeroworldhtml
nan,58e7d6aa7c459f24986d90d8,410,by melissa clark,article,a slice of ambrosia and thats just the filling,cooking and cookbooks cakes coconuts citrus fruits,3,dining,2,20170407 181254,unknown,the festive fruit salad or dessert inspired this billowing coconut dessert,the new york times,news,httpswwwnytimescom20170407diningambrosiacakesrecipevideohtml
nan,58e7e6657c459f24986d910f,1318,by kassem eid,article,i survived a sarin gas attack,free syrian army assad bashar al moadhamiyeh syria syria biological and chemical warfare bombs and explosives demonstrations protests and riots,67,oped,2,20170407 191944,unknown,in august 2013 the assad regimes forces dropped chemical weapons on my hometown it changed my life forever,the new york times,oped,httpswwwnytimescom20170407opinionwhatitsliketosurviveasaringasattackhtml
the crucial question is what comes next,58e7f2997c459f24986d9141,1233,by nicholas kristof,blogpost,unknown,assad bashar al biological and chemical warfare international relations syria trump donald j united states defense and military forces united states international relations,0,oped,0,20170407 201036,unknown,the crucial question is what comes next,the new york times,blog,httpskristofblogsnytimescom20170407trumpwasrighttostrikesyria
nan,58e832437c459f24986d91d9,1337,by ronald steinman,article,the first televised war,vietnam war television news and news media united states defense and military forces,3,oped,0,20170408 004343,unknown,as nbcs saigon bureau chief i played a central role in shaping how millions learned about vietnam,the new york times,oped,httpswwwnytimescom20170407opinionthefirsttelevisedwarhtml
nan,58e840bc7c459f24986d91ee,786,by the editorial board,article,after the airstrikes whats next,syria biological and chemical warfare assad bashar al civilian casualties trump donald j united states defense and military forces united states politics and government tillerson rex w russia united states international relations,3,editorial,24,20170408 014525,unknown,there is no evidence that the president has thought through the implications of using military force,the new york times,editorial,httpswwwnytimescom20170407opinionaftertheairstrikeswhatsnexthtml
nan,58e844257c459f24986d91f7,464,by deb amlen,article,romance sarcasm math and language,crossword puzzles xkcd,3,games,0,20170408 020002,unknown,jeff chen lights up our saturday solve,the new york times,news,httpswwwnytimescom20170407crosswordsromancesarcasmmathandlanguagedakkargekkohtml
nan,58e8eceb7c459f24986d929a,395,by ronda kaysen,article,who can put an end to those endless tunes and endless fumes,noise food trucks and vendors real estate and housing residential woodside queens ny,3,realestate,2,20170408 140003,unknown,the nonstop jingle the noxious fumes  whats a person to do about those annoying ice cream trucks idling in the neighborhood,the new york times,news,httpswwwnytimescom20170408realestateaplagueoficecreamtruckshtml
nan,58e8f8be7c459f24986d92a9,1502,by dana goldstein,article,share pta aid some parents  would rather split up district,education k12 parentteacher associations philanthropy income inequality santa monica calif malibu calif california,3,national,1,20170408 145026,unknown,an experiment in distributing parents contributions equally across a district is one reason malibu residents want to separate their schools from santa monicas,the new york times,news,httpswwwnytimescom20170408uscaliforniaptafundraisinginequalityhtml
nan,58e8fc597c459f24986d92af,827,by tom cotton,article,unknown,trump donald j syria united states international relations united states politics and government united states defense and military forces biological and chemical warfare assad bashar al putin vladimir v xi jinping russia china,3,oped,0,20170408 150556,unknown,president trump showed that the united states backs up its words with action,the new york times,oped,httpswwwnytimescom20170408opinionastrikeinsyriarestoresourcredibilityintheworldhtml
nan,58e9020f7c459f24986d92bd,1113,by nelson d schwartz,article,election left partisan divide over economy,united states economy consumer confidence economic indicator united states politics and government trump donald j democratic party republican party,3,business,1,20170408 153014,economy,sentiment among democrats and republicans has swung sharply since november creating a gap that  regardless of objective data  is wider than ever,the new york times,news,httpswwwnytimescom20170408businesseconomythepictureofoureconomylooksalotlikearorschachtesthtml
nan,58e9090b7c459f24986d92c8,186,by deb amlen,article,variety puzzle marching bands,crossword puzzles marching bands,0,games,0,20170408 160004,unknown,joel fagliano makes his marching bands debut,the new york times,news,httpswwwnytimescom20170408crosswordsvarietypuzzlemarchingbandshtml
nan,58e90c8c7c459f24986d92d1,1372,by karam shoumali and ben hubbard,article,us strike on syria fuels  uncertainty on the ground,syria civilian casualties biological and chemical warfare assad bashar al trump donald j united states defense and military forces united states international relations,3,foreign,1,20170408 161450,middle east,president trumps decision to respond with military force to a chemical attack on syrian civilians was met on the ground with a mix of optimism and doubt,the new york times,news,httpswwwnytimescom20170408worldmiddleeastusstrikeonsyriabringsfleetinghopetothosecaughtinbrutalconflicthtml
nan,58e92b0e7c459f24986d9304,1348,by nicholas kristof,article,clinton free to speak her mind,clinton hillary rodham presidential election of 2016 women and girls united states politics and government womens rights united states international relations,3,oped,1,20170408 182513,sunday review,the defeated candidate always careful as a politician in choosing her words gives her first interview since the election,the new york times,oped,httpswwwnytimescom20170408opinionsundayhillaryclintonfreetospeakhermindhtml
nan,58e92c0a7c459f24986d9305,978,by margaret renkl,article,the passion of southern christians,southern states us united states politics and government trump donald j christians and christianity republican party democratic party,3,oped,9,20170408 182925,sunday review,the president my fellow believers elected is about to show them what betrayal really looks like,the new york times,oped,httpswwwnytimescom20170408opinionthepassionofsouthernchristianshtml
nan,58e92c317c459f24986d9306,977,by the editorial board,article,up against the wall,trump donald j border barriers illegal immigration united states politics and government federal budget us,3,editorial,8,20170408 183003,unknown,no matter what obstacles are imposed by topography by physics and by the budget process a big beautiful wall is what the president wants,the new york times,editorial,httpswwwnytimescom20170408opinionupagainstthewallhtml
nan,58e92c3a7c459f24986d9309,1147,by frank bruni,article,what happened to who,grammar united states politics and government english language trump donald j,3,oped,3,20170408 183013,unknown,a perfectly lovely pronoun  and a bit of our dignity  retreat,the new york times,oped,httpswwwnytimescom20170408opinionwhathappenedtowhohtml
nan,58e92c3f7c459f24986d930a,832,by ross douthat,article,all the presidents generals,united states defense and military forces united states international relations trump donald j national security council,3,oped,9,20170408 183015,sunday review,why the military may end up guiding trumps foreign policy,the new york times,oped,httpswwwnytimescom20170408opinionsundayallthepresidentsgeneralshtml
nan,58e92ec77c459f24986d9310,1615,by louis hyman,article,the myth of main street,united states economy labor and jobs shopping and retail trump donald j united states politics and government,3,oped,1,20170408 184102,sunday review,dont listen to president trump going back to the good old days will cost us,the new york times,oped,httpswwwnytimescom20170408opinionsundaythemythofmainstreethtml
nan,58e934c97c459f24986d931d,946,by jason dana,article,against job interviews,hiring and promotion admissions standards psychology and psychologists,3,oped,6,20170408 190643,sunday review,we use them to try to get to know people it doesnt work,the new york times,oped,httpswwwnytimescom20170408opinionsundaytheutteruselessnessofjobinterviewshtml
nan,58e935dc7c459f24986d931f,1124,by liz spayd,article,offbeat approach to covering sports ,newspapers frazier clint 1994  new york times,3,editorial,6,20170408 191119,unknown,the times tends to sacrifice routine game stories and coverage of the local teams for offbeat articles investigative pieces and even bizarre features,the new york times,oped,httpswwwnytimescom20170408publiceditorcoveringsportsincludingsmeltfishingandbighornsheephuntinghtml
nan,58e95d6d7c459f24986d9359,595,by deb amlen,article,having nothing on,crossword puzzles,3,games,0,20170408 220005,unknown,byron walden gets racy,the new york times,news,httpswwwnytimescom20170408crosswordshavingnothingon50centclementbelgianhtml
nan,58ea20b47c459f24986d9421,716,by stephen hiltner,article,getting the canary to sing,newspapers new york times,3,insider,2,20170409 115318,unknown,editors not reporters generally write the headlines hoping for inspiration while following a long list of rules,the new york times,news,httpswwwnytimescom20170409insiderhowtowriteanewyorktimesheadlinehtml
nan,58ea88887c459f24986d949a,1202,by david e sanger,article,tillerson halts any thawing of russia ties,tillerson rex w russia biological and chemical warfare syria united states international relations trump donald j putin vladimir v,3,foreign,1,20170409 191616,politics,the secretary of state called russia incompetent for allowing syria to retain chemical weapons and accused moscow of trying to meddle in european elections,the new york times,news,httpswwwnytimescom20170409uspoliticstillersonrussiasyriachemicalweaponshtml
nan,58eaaef57c459f24986d94d0,1333,by deb amlen,article,words of selfempowerment,crossword puzzles,3,games,0,20170409 220013,unknown,lonnie burton makes his new york times crossword debut,the new york times,news,httpswwwnytimescom20170409crosswordswordsofselfempowermentnebraskajesuspotatohtml
nan,58eac82c7c459f24986d94f0,1150,by karen crouse,article,claiming an odysseys reward,golf masters golf tournament augusta national golf club garcia sergio rose justin,3,sports,1,20170409 234749,golf,playing in his 74th major tournament garcía 37 outdueled justin rose in a playoff to win the green jacket,the new york times,news,httpswwwnytimescom20170409sportsgolfmasters2017sergiogarciafinallywinsfirstmajortitlehtml
nan,58eacb097c459f24986d94f6,291,by dana liebmann,article,finding a familiar signature,manhattan nyc reading and writing skills education,0,metro,18,20170410 000002,unknown,a sea of books yields a link to a source of a womans lifelong love of reading,the new york times,news,httpswwwnytimescom20170409nyregionmetropolitandiaryfindingafamiliarsignaturehtml
nan,58eae3847c459f24986d951c,2021,by stacy cowley and jessica silvergreenberg,article,suits say lender duped students to fuel growth,navient corporation student loans slm corporation suits and litigation civil attorneys general colleges and universities banking and financial institutions california culinary academy incorporated career education corporation education department us le cordon bleu,3,business,1,20170410 014412,dealbook,lawsuits filed by illinois and washington against the sallie mae spinoff firm say highrisk loans were part of a growth strategy that has left former students buried in debt,the new york times,news,httpswwwnytimescom20170409businessdealbookstatessaynavientpreyedonstudentshtml
nan,58eaf0ba7c459f24986d952b,1319,by patrick mcgeehan,article,penn station tieups depend on a knot of agencies for help,pennsylvania station manhattan ny amtrak delays transportation railroad accidents and safety transit systems infrastructure public works commuting politics and government long island rail road co new jersey transit port authority of new york and new jersey manhattan nyc,3,metro,1,20170410 024049,unknown,the task of moving people around the new york city area falls to a tangle of agencies but when something goes awry its up to amtrak to sort it out,the new york times,news,httpswwwnytimescom20170409nyregionamtrakpennstationsquabblescommutersmasstransithtml
nan,58eaf4b47c459f24986d9530,915,by bill pennington,article,same old sergio delights crowd with new script,golf garcia sergio masters golf tournament augusta national golf club augusta ga rose justin,3,sports,2,20170410 025751,golf,sergio garcía had long felt the disdain of fans put off by his attitude but with a more mellow approach and an underdogs charm he won them over at the masters,the new york times,news,httpswwwnytimescom20170409sportsgolfmasterssergiogarciafanshtml
nan,58eaf53c7c459f24986d9532,1148,by scott tobias,article,billions season 2 episode 8 new money old rules,television billions tv program,3,culture,0,20170410 030003,television,no matter what axe does he will always be on the outside looking in  a beverly hillbilly in designer slacks,the new york times,review,httpswwwnytimescom20170409artstelevisionbillionsthekingmakerrecaphtml
nan,58eaf53b7c459f24986d9531,1132,by sheila omalley,article,feud bette and joan episode 6 recap midnight descending,television feud bette and joan tv program,3,culture,0,20170410 030003,television,the show reminds us that hollywood is not an altruistic industry particularly for a fading star,the new york times,review,httpswwwnytimescom20170409artstelevisionfeudbetteandjoanhagsploitationrecaphtml
nan,58eb1fe07c459f24986d9564,569,by katherine schulten,article,a spring break for the learning network,,3,learning,0,20170410 060203,lesson plans,well be off from april 1014 but weve left you many suggestions for while were away,the new york times,news,httpswwwnytimescom20170410learninglessonplansaspringbreakforthelearningnetworkhtml
nan,58eb21c77c459f24986d956b,1199,by judith warner,article,homeland season 6 episode 12 in the finale carrie deals with death and betrayal,television danes claire gansa alex homeland tv program,3,culture,0,20170410 061006,television,it would have been nice to return to the real world with a happy homeland ending behind us a fade into a comforting madefortv resolution oh well,the new york times,news,httpswwwnytimescom20170410artstelevisionhomelandseason6episode12finalerecaphtml
