Unnamed: 0,abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
216,,58e92c0a7c459f24986d9305,978,by margaret renkl,article,the passion of southern christians,"['southern states (us)', 'united states politics and government', 'trump, donald j', 'christians and christianity', 'republican party', 'democratic party']",3,oped,9,2017-04-08 18:29:25,sunday review,the president my fellow believers elected is about to show them what betrayal really looks like.,the new york times,op-ed,https://www.nytimes.com/2017/04/08/opinion/the-passion-of-southern-christians.html
217,,58e92c317c459f24986d9306,977,by the editorial board,article,up against the wall,"['trump, donald j', 'border barriers', 'illegal immigration', 'united states politics and government', 'federal budget (us)']",3,editorial,8,2017-04-08 18:30:03,unknown,"no matter what obstacles are imposed by topography, by physics and by the budget process, a big, beautiful wall is what the president wants.",the new york times,editorial,https://www.nytimes.com/2017/04/08/opinion/up-against-the-wall.html
218,,58e92c3a7c459f24986d9309,1147,by frank bruni,article,what happened to who?,"['grammar', 'united states politics and government', 'english language', 'trump, donald j']",3,oped,3,2017-04-08 18:30:13,unknown,a perfectly lovely pronoun — and a bit of our dignity — retreat.,the new york times,op-ed,https://www.nytimes.com/2017/04/08/opinion/what-happened-to-who.html
219,,58e92c3f7c459f24986d930a,832,by ross douthat,article,all the president’s generals,"['united states defense and military forces', 'united states international relations', 'trump, donald j', 'national security council']",3,oped,9,2017-04-08 18:30:15,sunday review,why the military may end up guiding trump’s foreign policy.,the new york times,op-ed,https://www.nytimes.com/2017/04/08/opinion/sunday/all-the-presidents-generals.html
220,,58e92ec77c459f24986d9310,1615,by louis hyman,article,the myth of main street,"['united states economy', 'labor and jobs', 'shopping and retail', 'trump, donald j', 'united states politics and government']",3,oped,1,2017-04-08 18:41:02,sunday review,don’t listen to president trump. going back to the good old days will cost us.,the new york times,op-ed,https://www.nytimes.com/2017/04/08/opinion/sunday/the-myth-of-main-street.html
221,,58e934c97c459f24986d931d,946,by jason dana,article,against job interviews,"['hiring and promotion', 'admissions standards', 'psychology and psychologists']",3,oped,6,2017-04-08 19:06:43,sunday review,we use them to try to “get to know” people. it doesn’t work.,the new york times,op-ed,https://www.nytimes.com/2017/04/08/opinion/sunday/the-utter-uselessness-of-job-interviews.html
222,,58e935dc7c459f24986d931f,1124,by liz spayd,article,offbeat approach to covering sports ,"['newspapers', 'frazier, clint (1994- )', 'new york times']",3,editorial,6,2017-04-08 19:11:19,unknown,"the times tends to sacrifice routine game stories and coverage of the local teams for offbeat articles, investigative pieces and even bizarre features.",the new york times,op-ed,https://www.nytimes.com/2017/04/08/public-editor/covering-sports-including-smelt-fishing-and-bighorn-sheep-hunting.html
223,,58e95d6d7c459f24986d9359,595,by deb amlen,article,having nothing on,['crossword puzzles'],3,games,0,2017-04-08 22:00:05,unknown,byron walden gets racy.,the new york times,news,https://www.nytimes.com/2017/04/08/crosswords/having-nothing-on-50-cent-clement-belgian.html
224,,58ea20b47c459f24986d9421,716,by stephen hiltner,article,getting the canary to sing,"['newspapers', 'new york times']",3,insider,2,2017-04-09 11:53:18,unknown,"editors, not reporters, generally write the headlines, hoping for inspiration while following a long list of rules.",the new york times,news,https://www.nytimes.com/2017/04/09/insider/how-to-write-a-new-york-times-headline.html
225,,58ea88887c459f24986d949a,1202,by david e. sanger,article,tillerson halts any thawing of russia ties,"['tillerson, rex w', 'russia', 'biological and chemical warfare', 'syria', 'united states international relations', 'trump, donald j', 'putin, vladimir v']",3,foreign,1,2017-04-09 19:16:16,politics,the secretary of state called russia “incompetent” for allowing syria to retain chemical weapons and accused moscow of trying to meddle in european elections.,the new york times,news,https://www.nytimes.com/2017/04/09/us/politics/tillerson-russia-syria-chemical-weapons.html
226,,58eaaef57c459f24986d94d0,1333,by deb amlen,article,words of self-empowerment,['crossword puzzles'],3,games,0,2017-04-09 22:00:13,unknown,lonnie burton makes his new york times crossword debut.,the new york times,news,https://www.nytimes.com/2017/04/09/crosswords/words-of-self-empowerment-nebraska-jesus-potato.html
227,,58eac82c7c459f24986d94f0,1150,by karen crouse,article,claiming an odyssey’s reward,"['golf', 'masters golf tournament', 'augusta national golf club', 'garcia, sergio', 'rose, justin']",3,sports,1,2017-04-09 23:47:49,golf,"playing in his 74th major tournament, garcía, 37, outdueled justin rose in a playoff to win the green jacket.",the new york times,news,https://www.nytimes.com/2017/04/09/sports/golf/masters-2017-sergio-garcia-finally-wins-first-major-title.html
228,,58eacb097c459f24986d94f6,291,by dana liebmann,article,finding a familiar signature,"['manhattan (nyc)', 'reading and writing skills (education)']",0,metro,18,2017-04-10 00:00:02,unknown,a sea of books yields a link to a source of a woman’s lifelong love of reading.,the new york times,news,https://www.nytimes.com/2017/04/09/nyregion/metropolitan-diary-finding-a-familiar-signature.html
229,,58eae3847c459f24986d951c,2021,by stacy cowley and jessica silver-greenberg,article,suits say lender duped students to fuel growth,"['navient corporation', 'student loans', 'slm corporation', 'suits and litigation (civil)', 'attorneys general', 'colleges and universities', 'banking and financial institutions', 'california culinary academy incorporated', 'career education corporation', 'education department (us)', 'le cordon bleu']",3,business,1,2017-04-10 01:44:12,dealbook,lawsuits filed by illinois and washington against the sallie mae spinoff firm say high-risk loans were part of a growth strategy that has left former students buried in debt.,the new york times,news,https://www.nytimes.com/2017/04/09/business/dealbook/states-say-navient-preyed-on-students.html
230,,58eaf0ba7c459f24986d952b,1319,by patrick mcgeehan,article,penn station tie-ups depend on a knot of agencies for help,"['pennsylvania station (manhattan, ny)', 'amtrak', 'delays (transportation)', 'railroad accidents and safety', 'transit systems', 'infrastructure (public works)', 'commuting', 'politics and government', 'long island rail road co', 'new jersey transit', 'port authority of new york and new jersey', 'manhattan (nyc)']",3,metro,1,2017-04-10 02:40:49,unknown,"the task of moving people around the new york city area falls to a tangle of agencies. but when something goes awry, it’s up to amtrak to sort it out.",the new york times,news,https://www.nytimes.com/2017/04/09/nyregion/amtrak-penn-station-squabbles-commuters-mass-transit.html
231,,58eaf4b47c459f24986d9530,915,by bill pennington,article,same old sergio delights crowd with new script,"['golf', 'garcia, sergio', 'masters golf tournament', 'augusta national golf club', 'augusta (ga)', 'rose, justin']",3,sports,2,2017-04-10 02:57:51,golf,"sergio garcía had long felt the disdain of fans put off by his attitude. but with a more mellow approach and an underdog’s charm, he won them over at the masters.",the new york times,news,https://www.nytimes.com/2017/04/09/sports/golf/masters-sergio-garcia-fans.html
232,,58eaf53c7c459f24986d9532,1148,by scott tobias,article,"‘billions’ season 2, episode 8: new money, old rules","['television', 'billions (tv program)']",3,culture,0,2017-04-10 03:00:03,television,"no matter what axe does, he will always be on the outside looking in — a beverly hillbilly in designer slacks.",the new york times,review,https://www.nytimes.com/2017/04/09/arts/television/billions-the-kingmaker-recap.html
233,,58eaf53b7c459f24986d9531,1132,by sheila o'malley,article,‘feud: bette and joan’ episode 6 recap: midnight descending,"['television', 'feud: bette and joan (tv program)']",3,culture,0,2017-04-10 03:00:03,television,"the show reminds us that hollywood is not an altruistic industry, particularly for a fading star.",the new york times,review,https://www.nytimes.com/2017/04/09/arts/television/feud-bette-and-joan-hagsploitation-recap.html
234,,58eb1fe07c459f24986d9564,569,by katherine schulten,article,a spring break for the learning network,[],3,learning,0,2017-04-10 06:02:03,lesson plans,"we’ll be off from april 10-14, but we’ve left you many suggestions for while we’re away.",the new york times,news,https://www.nytimes.com/2017/04/10/learning/lesson-plans/a-spring-break-for-the-learning-network.html
235,,58eb21c77c459f24986d956b,1199,by judith warner,article,"‘homeland,’ season 6, episode 12: in the finale, carrie deals with death and betrayal","['television', 'danes, claire', 'gansa, alex', 'homeland (tv program)']",3,culture,0,2017-04-10 06:10:06,television,"it would have been nice to return to the real world with a happy “homeland” ending behind us, a fade into a comforting made-for-tv resolution. oh well.",the new york times,news,https://www.nytimes.com/2017/04/10/arts/television/homeland-season-6-episode-12-finale-recap.html
236,,58eb32407c459f24986d9592,1226,by stephen t. asma,article,was bo diddley a buddha?,"['blues music', 'jazz', 'music', 'diddley, bo', 'king, b b', 'philosophy']",3,oped,0,2017-04-10 07:20:25,unknown,and other thoughts on the art of improvisation.,the new york times,op-ed,https://www.nytimes.com/2017/04/10/opinion/was-bo-diddley-a-buddha.html
237,,58eb32637c459f24986d9594,632,by the editorial board,article,the gig economy’s false promise,"['labor and jobs', 'uber technologies inc', 'freelancing, self-employment and independent contracting', 'mobile applications']",3,editorial,20,2017-04-10 07:21:03,unknown,"instead of freedom, workers at companies like uber have encountered low wages and coercion.",the new york times,editorial,https://www.nytimes.com/2017/04/10/opinion/the-gig-economys-false-promise.html
238,,58eb32637c459f24986d9593,843,by dylan hernandez,article,unknown,"['sat (college admission test)', 'colleges and universities', 'education (k-12)', 'flint (mich)']",3,oped,0,2017-04-10 07:21:03,unknown,"to get into elite colleges, one must train for standardized tests with the intensity of an athlete.",the new york times,op-ed,https://www.nytimes.com/2017/04/10/opinion/how-i-learned-to-take-the-sat-like-a-rich-kid.html
239,,58eb32687c459f24986d9597,812,by paul krugman,article,publicity stunts  aren’t policy,"['trump, donald j', 'labor and jobs', 'syria', 'news and news media', 'carrier corp', 'united states politics and government', 'united states defense and military forces']",3,oped,21,2017-04-10 07:21:03,unknown,hint: winning news cycles is no substitute for the real thing.,the new york times,op-ed,https://www.nytimes.com/2017/04/10/opinion/publicity-stunts-arent-policy.html
240,,58eb326e7c459f24986d959a,796,by samuel moyn and stephen wertheim,article,the road  to trump’s  war,"['trump, donald j', 'obama, barack', 'united states defense and military forces', 'united states international relations', 'iraq war (2003-11)', 'presidential election of 2016', 'united states politics and government', 'middle east', 'syria']",3,oped,21,2017-04-10 07:21:14,unknown,obama’s unwillingness to deal with iraq opened the door to more mistakes to come.,the new york times,op-ed,https://www.nytimes.com/2017/04/10/opinion/the-long-road-to-trumps-war.html
241,,58eb32747c459f24986d959e,864,by charles m. blow,article,war as political weapon,"['biological and chemical warfare', 'united states defense and military forces', 'terrorism', 'islamic state in iraq and syria (isis)', 'syria', 'trump, donald j', 'united states politics and government', 'assad, bashar al-']",3,oped,21,2017-04-10 07:21:16,unknown,"on syria, we would all do well to temper the self-congratulatory war speeches and thrusting of pom-poms.",the new york times,op-ed,https://www.nytimes.com/2017/04/10/opinion/war-as-political-weapon.html
242,"in the months before and after the presidential election, yana paskova sought out the crowds that flocked to trump tower to better understand what led to the victory of donald j. trump.",58eb3cc67c459f24986d95ae,939,by yana paskova,blogpost,unknown,"['photography', 'trump tower (manhattan, ny)', 'trump, donald j']",3,unknown,0,2017-04-10 08:00:00,unknown,"in the months before and after the presidential election, yana paskova sought out the crowds that flocked to trump tower to better understand what led to the victory of donald j. trump.",the new york times,blog,https://lens.blogs.nytimes.com/2017/04/10/gawking-at-trump-tower-yana-paskova/
243,,58eb9f7a7c459f24986d96a1,1085,by alan blinder,article,alabama governor resigns and pleads guilty amid a sex scandal,"['bentley, robert j', 'alabama', 'impeachment', 'politics and government', 'mason, rebekah caldwell (1971- )', 'adultery']",3,national,16,2017-04-10 09:00:27,unknown,the governor had been facing impeachment proceedings over his relationship with a longtime aide and his attempts to cover it up.,the new york times,news,https://www.nytimes.com/2017/04/10/us/robert-bentley-alabama-governor.html
244,,58eb49af7c459f24986d95c2,1249,by jennifer medina and jess bidgood,article,california moves  to add protections for immigrants; other states follow,"['illegal immigration', 'state legislatures', 'law and legislation', 'california', 'vermont', 'federal-state relations (us)']",3,national,16,2017-04-10 09:00:29,unknown,"if a california measure is enacted, police agencies will face conflicting directives from the state and the federal government.",the new york times,news,https://www.nytimes.com/2017/04/10/us/sanctuary-states-immigration.html
245,,58eb49bf7c459f24986d95c6,2391,by tyler kepner,article,"he led the yankees to 4 titles. now, can he revive them?","['baseball', 'new york yankees', 'cashman, brian']",3,sports,1,2017-04-10 09:00:41,baseball,"when a team changes course, it often does so with a new general manager. but the yankees’ makeover has been directed by a man who has led them for two decades.",the new york times,news,https://www.nytimes.com/2017/04/10/sports/baseball/brian-cashman-yankees.html
246,,58eb50ba7c459f24986d95ce,1238,by claire cain miller,article,not just fox: why women often don’t report sexual harassment at work,"['sexual harassment', 'women and girls', 'human resources', 'fox news channel', '21st century fox', ""o'reilly, bill"", 'pao, ellen']",3,upshot,2,2017-04-10 09:30:23,unknown,"mostly they fear retaliation, and for good reason, research shows.",the new york times,news,https://www.nytimes.com/2017/04/10/upshot/its-not-just-fox-why-women-dont-report-sexual-harassment.html
247,,58eb57b97c459f24986d95eb,1095,by jane e. brody,article,our parents’ heart health mistakes,"['heart', 'cholesterol', 'obesity', 'exercise', 'blood pressure', 'smoking and tobacco', 'diet and nutrition', 'longevity']",3,science,5,2017-04-10 10:00:03,live,what a half-century of medicine — and a population in the amazon — can teach young people about living longer.,the new york times,news,https://www.nytimes.com/2017/04/10/well/live/learning-from-our-parents-heart-health-mistakes.html
248,,58eb57b97c459f24986d95ea,1045,"by perri klass, m.d",article,"rude doctors, rude nurses, rude patients","['customs, etiquette and manners', 'nursing and nurses', 'doctors']",3,well,0,2017-04-10 10:00:03,family,"if a rude remark throws off a highly trained intensive care team, what happens to the rest of us?",the new york times,news,https://www.nytimes.com/2017/04/10/well/family/rude-doctors-rude-nurses-rude-patients.html
249,,58eb58077c459f24986d95ed,1051,by alexandra s. levine and jonathan wolfe,article,"new york today: passover, and our everyday plagues",['new york city'],3,metro,0,2017-04-10 10:01:32,unknown,"monday: seder table conversation, spring recess activities, and urban mysteries.",the new york times,briefing,https://www.nytimes.com/2017/04/10/nyregion/new-york-today-passover-seder-plagues.html
250,,58eb65c17c459f24986d9610,977,by austin frakt,article,how many pills are too many?,"['drugs (pharmaceuticals)', 'medicine and health', 'elderly', 'falls']",3,upshot,0,2017-04-10 11:00:03,unknown,"evidence has mounted about the dangers of taking multiple, perhaps unnecessary, medications.",the new york times,news,https://www.nytimes.com/2017/04/10/upshot/how-many-pills-are-too-many.html
251,,58eb6c107c459f24986d961f,687,by lizette alvarez,article,the greatest family on earth,"['ringling bros and barnum & bailey circus', 'circuses', 'families and family life']",3,insider,2,2017-04-10 11:26:56,unknown,lonely nomads? not so much.,the new york times,news,https://www.nytimes.com/2017/04/10/insider/the-greatest-family-on-earth.html
252,,58eb84727c459f24986d9661,1612,by stacy cowley and jennifer a. kingson,article,wells fargo says 2 ex-leaders owe $75 million more,"['frauds and swindling', 'wells fargo & company', 'stumpf, john g', 'tolstedt, carrie l', 'executive compensation', 'banking and financial institutions']",3,business,1,2017-04-10 13:11:09,dealbook,"after an investigation into a sales scandal at the bank, the board pinned most of the blame on its former chief executive and its former head of community banking.",the new york times,news,https://www.nytimes.com/2017/04/10/business/wells-fargo-pay-executives-accounts-scandal.html
253,,58eb8e7a7c459f24986d967c,1403,by paula span,article,"saved patients, furious families","['living wills and health care proxies', 'suits and litigation (civil)', 'elderly', 'elder care', 'hospitals', 'death and dying']",3,science,1,2017-04-10 13:53:54,unknown,relatives of patients resuscitated against their instructions are increasingly willing to sue over “wrongful life.”,the new york times,news,https://www.nytimes.com/2017/04/10/health/wrongful-life-lawsuit-dnr.html
254,,58eb96857c459f24986d968e,1097,by jennifer krauss,article,learning russian from ‘boris badenov’,"['shekhtman, boris v', 'language and languages', 'russia', 'new york times']",3,insider,0,2017-04-10 14:28:18,unknown,"boris v. shekhtman, who taught russian to many budding moscow correspondents, “looked uncannily like the bad guy in ‘rocky and his friends’ and ‘the bullwinkle show.’ we were immediately captivated.”",the new york times,news,https://www.nytimes.com/2017/04/10/insider/learning-russian-from-boris-badenov.html
255,,58eba0fb7c459f24986d96a8,681,by adam liptak,article,high drama about the high court,"['supreme court (us)', 'gorsuch, neil m', 'garland, merrick b', 'scalia, antonin']",3,insider,2,2017-04-10 15:12:54,unknown,"justice antonin scalia’s death set off a four-alarm journalistic fire that lasted 419 days, in which the supreme court’s decorum gave way to a political brawl.",the new york times,news,https://www.nytimes.com/2017/04/10/insider/scotus-a-gloriously-predictable-beat-until-it-wasnt.html
256,,58eba2007c459f24986d96ac,572,by julie hirschfeld davis,article,"in highlight for president, gorsuch is sworn in as court’s 113th justice","['supreme court (us)', 'gorsuch, neil m', 'united states politics and government', 'appointments and executive changes', 'trump, donald j']",3,national,19,2017-04-10 15:17:15,politics,"he is now the 113th justice of the high court, a victory for president trump in his push to shape the institution for decades to come.",the new york times,news,https://www.nytimes.com/2017/04/10/us/politics/neil-gorsuch-supreme-court.html
257,,58ebaa807c459f24986d96d4,1121,by mark landler and choe sang-hun,article,deployment of u.s. carrier masks a lack of better options on north korea,"['nuclear tests', 'embargoes and sanctions', 'nuclear weapons', 'missiles and missile defense systems', 'security council (un)', 'north korea', 'south korea', 'united states', 'china']",3,foreign,21,2017-04-10 15:53:29,asia pacific,president trump is confronting north korean aggression with a set of tools that has had limited success for the united states in the past.,the new york times,news,https://www.nytimes.com/2017/04/10/world/asia/north-korea-china-south.html
258,,58ebb1437c459f24986d96ed,1376,by daniel victor and matt stevens,article,"man is dragged from a full jet, stirring a furor","['airlines and airplanes', 'united airlines', 'chicago (ill)', 'airport security', 'dao, david a (1948- )']",3,business,1,2017-04-10 16:22:22,unknown,"the airline said the man was one of four who had been selected to be bumped from the flight. when he refused to leave, security officers pulled him out of the cabin.",the new york times,news,https://www.nytimes.com/2017/04/10/business/united-flight-passenger-dragged.html
259,,58ebd97c7c459f24986d9771,648,by sydney ember,article,times wins 3 pulitzers;  service award is shared,"['pulitzer prizes', 'police', 'news and news media', 'new york daily news', 'new york times', 'police department (nyc)', 'propublica', 'washington post', 'berehulak, daniel (1975- )', 'chivers, c j', 'fahrenthold, david a']",3,business,7,2017-04-10 19:13:56,media,"coverage of an abuse of an obscure law by the new york police department, russian power and the philippines drew some of the top awards.",the new york times,news,https://www.nytimes.com/2017/04/10/business/media/pulitzer-prizes-2017.html
260,,58ebda767c459f24986d9776,1193,by andrew das,article,"u.s., canada and mexico bid jointly for ’26 world cup","['soccer', 'world cup 2026 (soccer)', 'united states', 'canada', 'mexico']",3,sports,10,2017-04-10 19:18:08,soccer,"a paradigm-shifting plan that will involve more cities, more teams and more profit. the event will be the first to include 48 teams instead of 32.",the new york times,news,https://www.nytimes.com/2017/04/10/sports/soccer/us-canada-and-mexico-launch-joint-bid-for-2026-world-cup.html
261,"daniel berehulak&#8217;s gripping coverage in the new york times of state-sanctioned killings in the philippines and e. jason wambsgans&#8217;s chronicling for the chicago tribune of a 10-year-old gunshot victim&#8217;s recovery were awarded the pulitzer prize for breaking news and feature photography, respectively.",58ebdbde7c459f24986d977a,1341,by david gonzalez and james estrin,blogpost,unknown,"['photography', 'pulitzer prizes', 'berehulak, daniel (1975- )']",3,unknown,0,2017-04-10 19:21:16,unknown,daniel berehulak&#8217;s gripping coverage in the new york times of state-sanctioned killings in the philippines and e. jason wambsgans&#8217;s chronicling for the chicago tribune of a 10-year-old gunshot victim&#8217;s recovery were awarded the p...,the new york times,blog,https://lens.blogs.nytimes.com/2017/04/10/photography-pulitzers-recognize-aftermath-of-violence-here-and-abroad/
262,,58ebde3e7c459f24986d9781,707,by karen crouse,article,a leaderboard with european panache,"['golf', 'masters golf tournament', 'augusta national golf club', 'garcia, sergio']",3,sports,14,2017-04-10 19:34:13,golf,"led by sergio garcia of spain, golfers from europe occupied five of the first eight places.",the new york times,news,https://www.nytimes.com/2017/04/10/sports/masters-2017-augusta-national-sergio-garcia.html
263,,58ec04117c459f24986d97e6,1634,by oliver strand,article,a better dollar coffee,"['coffee', 'locol (los angeles, calif, restaurant)', 'restaurants', 'fast food industry', 'choi, roy', 'patterson, daniel (chef)']",3,dining,1,2017-04-10 22:15:37,unknown,"the head of coffee at locol, the california fast-food chain, sells a high-quality cup for just $1. now he wants to make good coffee more accessible, in every way.",the new york times,news,https://www.nytimes.com/2017/04/10/dining/coffee-locol-restaurant-one-dollar-cup.html
264,,58ec0a2c7c459f24986d97f9,1120,by angelica jade bastién,article,"‘the good fight’ season 1, episode 9: blinding privilege","['television', 'the good fight (tv program)']",3,culture,0,2017-04-10 22:41:42,television,maia proves to be a character with no moral center or desires of her own.,the new york times,review,https://www.nytimes.com/2017/04/10/arts/television/the-good-fight-self-condemned-recap.html
265,,58ec0f777c459f24986d9805,1098,by rory smith,article,the next messi? a young argentine turns heads,"['soccer', 'world cup (soccer)', 'dybala, paulo (1993- )', 'messi, lionel']",3,sports,13,2017-04-10 23:04:14,soccer,paulo dybala of juventus will face off against barcelona’s lionel messi on tuesday — a chance to see how close the resemblance between the two argentines has become.,the new york times,news,https://www.nytimes.com/2017/04/10/sports/soccer/paulo-dybala-juventus-lionel-messi-barcelona.html
266,,58ec1c857c459f24986d9826,191,by michael hayes,article,the dalai lama’s blessing,"['dalai lama', 'manhattan (nyc)']",0,metro,14,2017-04-11 00:00:02,unknown,tracing the roots of a significant relationship to a chance encounter with a spiritual leader.,the new york times,news,https://www.nytimes.com/2017/04/10/nyregion/metropolitan-diary-the-dalai-lamas-blessing.html
267,,58ec27137c459f24986d983d,667,by the editorial board,article,not one syria policy but many,"['biological and chemical warfare', 'syria', 'united states international relations', 'trump, donald j', 'tillerson, rex w', 'united states defense and military forces']",3,editorial,30,2017-04-11 00:45:02,unknown,official explanations for president trump’s airstrikes on a syrian base have only deepened confusion over his intentions and the legal basis for his unilateral use of force.,the new york times,editorial,https://www.nytimes.com/2017/04/10/opinion/on-syria-an-administration-in-disagreement-with-itself.html
268,,58ec29c17c459f24986d9840,1315,by peter baker and gardiner harris,article,"many voices on syria policy, but one is silent","['biological and chemical warfare', 'assad, bashar al-', 'syria', 'trump, donald j', 'civilian casualties', 'united states international relations', 'united states defense and military forces']",3,foreign,1,2017-04-11 00:56:26,middle east,"administration officials have described starkly different foreign policies since last week’s cruise missile strike, and president trump has yet to clarify.",the new york times,news,https://www.nytimes.com/2017/04/10/world/middleeast/syria-trump-assad.html
269,,58ec2c027c459f24986d9845,1214,by tyler kepner,article,"cubs’ crowning moment, delayed, of course","['baseball', 'chicago cubs', 'wrigley field (chicago)', 'world series']",3,sports,10,2017-04-11 01:06:08,baseball,"after waiting 108 years between titles, the cubs returned as champions in their home opener, a first for wrigley field. and the raising of the world series banner was appropriately held up by rain.",the new york times,news,https://www.nytimes.com/2017/04/10/sports/baseball/chicago-cubs-wrigley-field.html
270,,58ec38ba7c459f24986d9857,822,by deb amlen,article,founded in 1945,"['crossword puzzles', 'puzzles']",3,games,0,2017-04-11 02:00:03,unknown,"diane roseman makes her new york times crossword debut — assisted by her son, the constructor zachary spitz.",the new york times,news,https://www.nytimes.com/2017/04/10/crosswords/founded-in-1945-sony-donegal-risk.html
271,,58ec49117c459f24986d986e,1164,by david segal,article,‘better call saul’ season 3 premiere: danglin’ jimmy,"['television', 'better call saul (tv program)']",3,culture,0,2017-04-11 03:10:03,television,"no sign of “saul,” but jimmy’s right where we left him. as for the proprietor of a certain fast-food chicken chain ...",the new york times,review,https://www.nytimes.com/2017/04/10/arts/television/better-call-saul-season-3-premiere-mabel-recap.html
272,,58ec55157c459f24986d9879,1130,by anahad o'connor,article,tackling diabetes with video chats,"['diabetes', 'obesity', 'weight', 'diet and nutrition', 'computers and the internet', 'sugar', 'text messaging', 'health insurance and managed care', 'telemedicine', 'video recordings, downloads and streaming']",3,science,4,2017-04-11 04:01:15,live,a new crop of high-tech companies have designed programs aimed at helping people prevent or even reverse their diabetes.,the new york times,news,https://www.nytimes.com/2017/04/11/well/live/tackling-weight-loss-and-diabetes-with-video-chats.html
273,,58ec83fb7c459f24986d98cd,757,"by charles e. schumer, kirsten gillibrand, robert menendez and cory a. booker",article,new york’s transit apocalypse,"['transit systems', 'infrastructure (public works)', 'amtrak', 'long island rail road co', 'new jersey transit', 'railroads', 'new jersey', 'new york state', 'hudson river']",3,oped,31,2017-04-11 07:21:23,unknown,"if trump cuts amtrak and other funding, the region could be facing a transportation apocalypse.",the new york times,op-ed,https://www.nytimes.com/2017/04/11/opinion/think-new-york-transit-is-bad-just-wait.html
274,,58ec83fb7c459f24986d98c9,839,by david brooks,article,this age of wonkery,"['politics and government', 'communism (theory and philosophy)', 'drezner, daniel w']",3,oped,31,2017-04-11 07:21:23,unknown,"the life of the mind, then and now.",the new york times,op-ed,https://www.nytimes.com/2017/04/11/opinion/this-age-of-wonkery.html
275,,58ec83fb7c459f24986d98cb,835,by michael j. morell and evelyn farkas,article,is putin testing trump?,"['russia', 'trump, donald j', 'putin, vladimir v', 'united states international relations', 'international relations']",3,oped,31,2017-04-11 07:21:23,unknown,syria is just one place where putin is pushing the administration. the white house must push back.,the new york times,op-ed,https://www.nytimes.com/2017/04/11/opinion/is-russia-testing-trump.html
276,,58ec83fb7c459f24986d98cc,1302,by james wright,article,the baby boomer war,"['vietnam', 'vietnam war', 'baby boomers']",3,oped,0,2017-04-11 07:21:23,unknown,"what motivated millions of young americans to fight in, and protest against, vietnam?",the new york times,op-ed,https://www.nytimes.com/2017/04/11/opinion/the-baby-boomer-war.html
277,,58ec83fa7c459f24986d98c8,1805,by tina rosenberg,article,guess who’s for a carbon tax now,"['carbon caps and emissions trading programs', 'coal', 'united nations framework convention on climate change', 'greenhouse gas emissions', 'global warming', 'oil (petroleum) and gasoline', 'carbon disclosure project (cdp)', 'chevron corporation', 'exxon mobil corp', 'trump, donald j', 'tillerson, rex w', 'trudeau, justin', 'conservative party (canada)', 'british columbia (canada)', 'canada', 'van beurden, ben', 'shultz, george p', 'baker, james a iii', 'dudley, robert w']",3,oped,0,2017-04-11 07:21:24,unknown,"a climate change strategy even big oil can love: a carbon tax, especially one that cuts regulations while paying dividends to americans.",the new york times,op-ed,https://www.nytimes.com/2017/04/11/opinion/guess-whos-for-a-carbon-tax-now.html
278,,58ec9b197c459f24986d98fa,322,by sam anderson,article,"from ‘ballplayer,’ by chipper jones","['baseball', 'books and literature', 'jones, chipper', 'atlanta braves']",3,magazine,11,2017-04-11 09:00:04,unknown,so much of what is worthwhile requires us to choose discomfort.,the new york times,news,https://www.nytimes.com/2017/04/11/magazine/new-sentences-from-ballplayer-by-chipper-jones.html
279,,58ec9b197c459f24986d98fb,1453,by john herrman,article,level up,"['software', 'english language', 'mobile applications', 'start-ups']",3,magazine,9,2017-04-11 09:00:05,unknown,people from nutrition geeks to philosophers are using a metaphor from software to describe the world.,the new york times,news,https://www.nytimes.com/2017/04/11/magazine/new-technology-is-built-on-a-stack-is-that-the-best-way-to-understand-everything-else-too.html
280,,58ec9b277c459f24986d9900,4611,by rick perlstein,article,the corrections,"['conservatism (us politics)', 'trump, donald j', 'goldwater, barry m', 'national review', 'discrimination', 'united states politics and government', 'reagan, ronald wilson']",3,magazine,37,2017-04-11 09:00:18,unknown,a historian of conservatism looks back at how he and his peers failed to anticipate the rise of the president.,the new york times,news,https://www.nytimes.com/2017/04/11/magazine/i-thought-i-understood-the-american-right-trump-proved-me-wrong.html
281,,58eca2267c459f24986d9912,1762,by neil irwin,article,six trade-offs  in the riddle  of tax reform,"['federal taxes (us)', 'tax credits, deductions and exemptions', 'corporate taxes', 'republican party', 'house of representatives', 'senate']",3,upshot,10,2017-04-11 09:30:05,unknown,six confounding trade-offs in any tax deal show why this puzzle will probably prove arduous.,the new york times,news,https://www.nytimes.com/2017/04/11/upshot/can-trump-and-congress-solve-the-rubiks-cube-of-tax-reform.html
282,,58eca6d17c459f24986d991f,1135,by nicole lamy,article,unknown,['books and literature'],3,bookreview,0,2017-04-11 09:50:03,book review,"in our new column connecting readers with books, a busy dad seeks the new updike and a grandmother hunts for heroines for her 7-year-old twin granddaughters.",the new york times,news,https://www.nytimes.com/2017/04/11/books/review/match-book-advice-column.html
